complex_id_number,structure_name,longitude,latitude,serialid
90226,K Manifold,-90.15460313,27.33731854,1733
1899,A (MTLP Shenzi),-90.13500113,27.30062339,1734
90238,Manifold B1,-90.11136369,27.31695505,1735
90230,Manifold B2,-90.11055493,27.31618915,1736
90231,Manifold C1,-90.14747065,27.32682628,1737
90267,PLET GL1-1,-90.14703012,27.32660057,1738
90297,PLET GL2-1,-90.11061029,27.3157601,1739
90298,PLET P1-1,-90.1475422,27.32656153,1740
90299,PLET P2-1,-90.14746509,27.32680745,1741
90268,PLET P5-1,-90.11085101,27.31616089,1742
90269,PLET P6-1,-90.11063871,27.31597784,1743
90232,Manifold G1,-90.08651922,27.32277355,1744
90271,PLET WI2-3,-90.13491314,27.3005128,1745
1665,A (Constitution,-90.96802088,27.29220815,1746
90210,SS Manifold,-90.80873389,27.26633341,1747
90293,PLET #3,-90.95978051,27.28606001,1748
90240,SS Manifold,-90.83624556,27.22356964,1749
90201,Manifold 2,-90.03207884,27.22437359,1750
90202,Manifold 4,-90.03197923,27.22414908,1751
90229,Manifold 5,-90.03231665,27.22491298,1752
90263,PLET DC3-P-1,-90.03254167,27.22533611,1753
90326,PLET DC3-P-2,-90.03390039,27.25047949,1754
90264,PLET DC3-P-2,-90.03367471,27.25061954,1755
90265,PLET DC3-T-1,-90.03364167,27.25035278,1756
90266,PLET DC3-T-2,-90.033876,27.25047595,1757
90211,SS MANIFOLD,-90.96973268,27.22371381,1758
1215,A(MAD DOG SPAR),-90.26871119,27.18836886,1759
1223,A (Atlantis),-90.02698449,27.19545638,1760
90310,PLEM 4,-90.68319874,27.06935786,1761
20098,A,-90.012637,29.131439,1762
23270,1-PRD,-89.989601,29.129977,1763
23270,1-TWR,-89.989601,29.129977,1764
23270,2-PRD,-89.989601,29.129977,1765
23270,2-TWR,-89.989601,29.129977,1766
23270,3-TWR,-89.989601,29.129977,1767
23270,4-TWR,-89.9896,29.130032,1768
23271,BLEEDWATER,-89.988723,29.13356,1769
23270,PP,-89.989601,29.129977,1770
23270,QTRS,-89.989601,29.129977,1771
23270,STRG,-89.989601,29.129977,1772
23270,WRHOUSE,-89.989601,29.129977,1773
22486,3,-89.897425,29.149858,1774
22818,1,-89.89910785,29.1181686,1775
22612,A,-89.896939,29.122874,1776
1026,B,-89.8583378,29.09558328,1777
20089,W,-89.942114,29.094778,1778
20090,X,-89.925046,29.095291,1779
20091,Z,-89.932633,29.108964,1780
20086,C,-89.959448,29.127232,1781
20104,L-CMP-VALVE,-89.97855,29.101448,1782
20104,L-PRD,-89.977924,29.101442,1783
20104,L-QTR,-89.978237,29.101445,1784
20087,P,-89.96921566,29.10864021,1785
20085,Q,-89.989758,29.094551,1786
20088,R,-89.966184,29.122691,1787
20486,U,-89.964525,29.096877,1788
20081,G,-90.02154,29.122665,1789
20082,J,-89.99444,29.100774,1790
20083,K,-90.01016,29.098561,1791
20084,T,-90.023942,29.110924,1792
20010,1,-90.111722,29.071825,1793
20671,14,-90.119725,29.064345,1794
20013,15,-90.107855,29.053594,1795
2030,5,-90.09924947,29.08189212,1796
20013,BB,-90.107875,29.053506,1797
1046,CAIS.#40,-90.10973139,29.05291056,1798
20014,CB,-90.1145148,29.06708877,1799
20012,CH,-90.11702117,29.06560248,1800
21999,P,-90.116064,29.087258,1801
20011,X,-90.116161,29.056254,1802
1150,A,-90.00594772,29.08414139,1803
20079,N,-89.959315,29.086534,1804
20080,Y,-89.970443,29.082965,1805
486,A,-89.91300616,29.07204359,1806
795,B,-89.86570646,29.08304035,1807
23878,CC,-89.895013,29.036745,1808
2017,GG,-89.85604321,29.03753145,1809
20031,J,-89.857574,29.010365,1810
20044,W,-89.89193,29.035319,1811
23063,A,-89.92407,29.031436,1812
870,B,-89.9348483,29.04486337,1813
1719,A,-89.96164753,29.02818805,1814
20001,#2,-90.104436,29.021166,1815
22318,17,-90.12497195,29.0136574,1816
20007,21,-90.108817,29.019777,1817
20006,22,-90.12562,29.03524,1818
20003,CO,-90.122036,29.034085,1819
20004,CR,-90.109884,29.029847,1820
20005,CS,-90.125555,29.040718,1821
21269,CZ,-90.119948,29.027438,1822
20008,FLR,-90.12129768,29.04342973,1823
21269,FLR,-90.11900905,29.02743047,1824
20007,GG,-90.109123,29.020156,1825
20008,R,-90.120895,29.043045,1826
20009,Y,-90.110041,29.037777,1827
20009,YA,-90.110401,29.037818,1828
21269,Z,-90.12026,29.027441,1829
24255,Q,-90.07326332,29.00582607,1830
20042,B,-90.035675,28.971333,1831
20045,F,-90.021006,28.969151,1832
20043,G,-90.000288,28.969648,1833
20045,I,-90.021537,28.968684,1834
24214,M,-90.01258961,28.99143089,1835
20019,A,-89.96227,28.984491,1836
20575,B,-89.958952,28.998482,1837
20020,D,-89.967129,28.993593,1838
20032,E,-89.985392,28.992925,1839
23557,H,-89.977378,28.981118,1840
766,I,-89.95413081,28.97365906,1841
20018,C,-89.937759,28.998757,1842
21859,F,-89.944446,29.003573,1843
20021,AC-CMP,-89.859234,29.001243,1844
20021,AP-QRT,-89.858921,29.001239,1845
20021,AQ-QRT,-89.858925,29.000964,1846
20021,AR-RSR,-89.858296,29.001232,1847
20021,AS-SEP,-89.858304,29.000682,1848
20030,Q,-89.882923,28.99823,1849
21955,3,-89.925997,28.961669,1850
70025,CAIS.A(PLTF.A),-89.91465468,28.9626198,1851
1891,N,-89.95225064,28.94039866,1852
23501,6,-90.01128,28.942751,1853
20046,A,-90.031099,28.945539,1854
20046,AP,-90.031173,28.9456,1855
20046,AQ QTRS,-90.030786,28.945536,1856
20046,AX,-90.030786,28.945536,1857
20040,C,-90.023496,28.960404,1858
2005,C-AUX,-90.02344742,28.96078346,1859
20041,H,-90.033487,28.945769,1860
22847,L,-90.026192,28.93288,1861
2006,O,-90.01886679,28.95933478,1862
20039,D,-90.043632,28.960412,1863
20039,D-Aux,-90.04394763,28.96120247,1864
20194,E,-90.043518,28.934192,1865
20673,J,-90.053478,28.94499,1866
21920,K,-90.065345,28.937063,1867
22891,P,-90.083377,28.948542,1868
2367,A,-90.08875079,28.95495004,1869
2197,A,-89.93951532,28.92202719,1870
23882,A,-89.863417,28.886316,1871
80050,LOOP (PUMP),-90.025,28.885,1872
480,A,-90.07962039,28.80922918,1873
20038,A,-90.076345,28.80898,1874
272,A,-89.96724446,28.82340708,1875
595,A,-89.86598932,28.76298607,1876
2445,A,-89.97220342,28.76990525,1877
1787,B,-90.08165139,28.77133478,1878
22049,JA,-90.051515,28.735998,1879
21776,A,-90.026164,28.738287,1880
31033,A,-89.9240761,28.72984763,1881
23845,A,-89.865842,28.751005,1882
20078,A,-89.948994,28.720012,1883
70027,A,-89.96552436,28.721551,1884
23819,A,-89.959244,28.685636,1885
22451,A,-90.023419,28.719991,1886
2181,B,-90.01154355,28.72358085,1887
20077,I,-90.122492,28.708817,1888
23266,AA,-90.129214,28.670031,1889
23136,A,-90.072429,28.575144,1890
21898,C,-90.068677,28.548886,1891
21774,B,-90.09792,28.525794,1892
21775,A,-90.123101,28.515857,1893
24137,A,-90.06627139,28.41424508,1894
24264,B,-90.08994994,28.42723568,1895
1007,A,-90.04146829,28.40532205,1896
31027,A,-89.98322472,28.43771135,1897
70029,A(SEAHORSE PRO,-90.0219665,28.3076123,1898
686,A (HICKORY),-90.07054334,28.30928306,1899
10303,A,-94.007805,29.514183,1900
10298,A,-94.019134,29.510625,1901
10237,B,-94.030225,29.514812,1902
1952,1,-94.10844444,29.48826944,1903
10302,A,-94.0236,29.500727,1904
1118,B,-94.01919287,29.49302049,1905
28058,1,-93.89678774,29.47220511,1906
740,A,-93.90923728,29.46958595,1907
1326,B,-93.88991494,29.45934218,1908
2,1,-93.81283095,29.47490894,1909
40013,#9,-93.7917592,29.46563159,1910
964,10,-93.79229799,29.49434459,1911
28024,3,-93.78677728,29.45419381,1912
10221,A,-93.796791,29.478029,1913
28030,B,-93.80090611,29.49083945,1914
10451,3,-93.782531,29.437044,1915
28011,A,-93.78798163,29.43822362,1916
28011,CAIS.PLTF.A,-93.78833281,29.43835571,1917
1558,A,-93.83976067,29.42677826,1918
1301,1,-93.87400842,29.43793401,1919
2194,4,-93.87213565,29.41581635,1920
1419,A,-93.89212937,29.45619221,1921
40010,2,-94.1181157,29.42481001,1922
40009,3,-94.14583069,29.44139254,1923
10003,A,-94.157704,29.44884,1924
10004,B,-94.1397835,29.44225437,1925
929,C,-94.11863983,29.44902,1926
10209,2,-94.163481,29.456754,1927
1278,3,-94.21117673,29.43081474,1928
10274,1,-94.165778,29.421199,1929
10247,A,-94.156813,29.418432,1930
40011,CAIS.#1,-94.11760248,29.40881169,1931
10023,A,-93.974769,29.374363,1932
10023,A-AUX,-93.974769,29.374363,1933
10292,B,-93.979799,29.376766,1934
1136,2,-93.92243152,29.39473006,1935
883,A,-93.96296359,29.39599344,1936
10448,1,-93.912011,29.385802,1937
2139,2,-93.91473241,29.40721052,1938
1759,A,-93.91517983,29.37447587,1939
1623,1,-93.81908394,29.3749472,1940
1830,2,-93.8502108,29.40526797,1941
28038,A,-93.83470998,29.37651935,1942
1041,A,-93.81478467,29.35018165,1943
1109,2,-93.82988824,29.34534714,1944
1127,A,-93.82367114,29.33799213,1945
10413,1,-93.886495,29.328531,1946
302,1,-93.89062557,29.35959682,1947
10038,1,-93.878915,29.328031,1948
472,3,-93.92546986,29.3394042,1949
10024,1,-93.982704,29.370923,1950
395,A,-93.99313282,29.37250157,1951
2358,B,-93.98366667,29.35929558,1952
1647,1,-94.03570479,29.34563898,1953
10584,A,-94.246854,29.377731,1954
10422,1,-94.485077,29.343088,1955
10438,2,-94.470309,29.344946,1956
10425,3,-94.487784,29.331545,1957
10287,A,-94.484586,29.334128,1958
28055,PLTF.A(MOPU),-94.33799327,29.31825714,1959
28055,TEMP.CAIS.#1,-94.33785426,29.32276097,1960
10039,A,-94.21886235,29.31356329,1961
10100,B,-94.224071,29.298569,1962
10040,1,-94.218797,29.301226,1963
10291,2,-94.201269,29.316292,1964
10423,1,-93.980251,29.310576,1965
10402,1,-94.005596,29.322184,1966
813,3,-94.01157132,29.29257727,1967
1231,B,-94.00825915,29.30074774,1968
28044,5,-93.96161985,29.30348904,1969
10268,A,-93.955933,29.320315,1970
28044,B,-93.96173508,29.30331721,1971
1648,C,-93.96281688,29.30092449,1972
28044,CAIS.#2,-93.96183226,29.30332088,1973
800,CAIS.#4,-93.94487412,29.31042582,1974
40017,CAIS.#1,-93.90512409,29.3157789,1975
10442,1,-93.791091,29.295166,1976
10041,3,-93.815256,29.293393,1977
10443,3,-93.814683,29.298948,1978
1470,A,-93.79173306,29.28210526,1979
40016,TEMP.CAIS.#1,-93.80712616,29.29090174,1980
10450,A-PROCESS,-93.755472,29.281262,1981
10449,1,-93.759683,29.252651,1982
10042,1,-93.792391,29.244801,1983
10427,12,-93.777895,29.235746,1984
1263,16,-93.79455531,29.24039567,1985
1337,17,-93.80873435,29.24273559,1986
1391,18,-93.77713695,29.26776303,1987
1566,19,-93.79845001,29.27412197,1988
10043,2,-93.778644,29.252534,1989
1743,20,-93.80402779,29.26963722,1990
10044,3,-93.785942,29.263034,1991
10045,4,-93.791656,29.271943,1992
10070,5,-93.78466137,29.27174134,1993
10174,7,-93.805027,29.265398,1994
10246,9,-93.817417,29.262841,1995
10070,CPF,-93.78465823,29.27174122,1996
10516,1,-93.828002,29.261248,1997
364,A,-93.85945762,29.24996031,1998
1994,C,-93.87205662,29.23850301,1999
350,A,-93.91796544,29.26264365,2000
1875,B,-93.87447234,29.23827385,2001
895,CAIS.#1,-93.95124627,29.28246059,2002
409,A,-93.98706662,29.28227349,2003
10420,A,-94.063899,29.260368,2004
568,B,-94.03487261,29.27376409,2005
10025,1,-94.118856,29.258538,2006
10015,2,-94.111678,29.260281,2007
10046,3,-94.104167,29.264531,2008
10005,4,-94.116336,29.268141,2009
10014,5,-94.090092,29.262084,2010
10027,2,-94.125844,29.261224,2011
10006,3,-94.124156,29.274868,2012
10047,4,-94.138018,29.257306,2013
10028,5,-94.134545,29.249336,2014
10031,A,-94.122188,29.25981,2015
10535,A,-94.235032,29.292663,2016
10211,C,-94.2451,29.293496,2017
2215,D,-94.24895243,29.27272959,2018
10151,A,-94.314295,29.280253,2019
10169,7,-94.3444311,29.29117669,2020
10208,8,-94.322239,29.280168,2021
10012,A,-94.339835,29.26643,2022
10012,A-AUXILIARY,-94.3396932,29.26625183,2023
10048,B,-94.354713,29.274783,2024
10011,C,-94.364773,29.284594,2025
40006,D,-94.33336977,29.26573057,2026
2102,E,-94.36027084,29.2798158,2027
594,A,-94.41505569,29.26327762,2028
10099,1,-94.436159,29.248024,2029
10101,9,-94.431816,29.242028,2030
10103,A-AUX-1,-94.422543,29.238003,2031
10103,A-AUX-2,-94.42271,29.237582,2032
10103,A-MOPU,-94.422573,29.23826,2033
1401,A-Valve,-94.15282087,29.45020839,2034
605,B,-94.45366001,29.22174656,2035
123,JA,-94.46435015,29.22882966,2036
1940,A,-94.34030448,29.24203401,2037
10522,AP,-94.315355,29.22011,2038
10030,1,-94.135374,29.232327,2039
10049,2,-94.141925,29.231897,2040
10013,5,-94.150274,29.243151,2041
10029,6,-94.126647,29.220182,2042
28016,JA,-94.12930272,29.24195722,2043
10026,3,-94.121037,29.225427,2044
10016,4,-94.116587,29.224587,2045
10007,B,-94.122583,29.225137,2046
974,A,-94.05128706,29.24423347,2047
1686,2,-94.01096156,29.21526138,2048
10455,1,-93.950803,29.203508,2049
1818,1,-93.8764139,29.23440617,2050
1906,2,-93.88164545,29.23573598,2051
10430,A,-93.838675,29.219633,2052
1070,CAIS.#1,-93.82733324,29.22698161,2053
10431,1,-93.817167,29.213267,2054
10428,A-PROCESS,-93.791066,29.228878,2055
1107,CAIS.#2,-93.79438433,29.23288397,2056
160,1,-93.97940568,29.18061935,2057
1826,2,-93.98845389,29.17076324,2058
1464,A,-94.03749857,29.19560862,2059
1542,B,-94.02807053,29.18928048,2060
1621,C,-94.048338,29.18422969,2061
1112,2,-94.29288682,29.16925048,2062
10436,A,-94.30338,29.182674,2063
2419,2,-94.36986424,29.1817124,2064
10468,A,-94.351259,29.191188,2065
10503,B,-94.371013,29.175229,2066
3,C,-94.37177567,29.17514789,2067
2419,D,-94.36981898,29.18160348,2068
10457,A,-94.397,29.18646,2069
10429,A,-94.440166,29.213053,2070
10429,B,-94.441108,29.2136,2071
10429,C,-94.4404,29.21357,2072
10429,D,-94.440606,29.213387,2073
10082,A,-94.521214,29.180518,2074
10111,A,-94.495077,29.15579,2075
10445,JA,-94.466885,29.129526,2076
10463,1,-94.37351859,29.12703275,2077
1033,A,-94.28428836,29.16411537,2078
1172,CAIS.#3,-94.32359764,29.14092892,2079
1680,3,-94.27071808,29.12596651,2080
1237,A,-94.25687091,29.15955762,2081
10216,A,-94.195792,29.133386,2082
640,3,-94.1384727,29.16036913,2083
10534,A,-94.159386,29.155382,2084
1491,1,-94.11924267,29.1518614,2085
957,#7,-94.20107197,29.10240431,2086
648,A,-94.20742054,29.10847441,2087
818,B,-94.18834598,29.07681754,2088
10056,A,-94.39622,29.106,2089
10056,A-AUX1,-94.396178,29.105957,2090
10056,A-AUX2,-94.396491,29.105968,2091
1216,B,-94.38575542,29.09359814,2092
10528,A,-94.466957,29.127685,2093
250,B,-94.43858011,29.1036851,2094
10543,A,-94.50810646,29.12359948,2095
10432,A,-94.282384,29.058147,2096
968,#1,-94.37972737,29.0093771,2097
10548,1,-94.3892115,29.01062834,2098
394,A,-94.45700665,29.02538137,2099
10527,A(RUE),-94.438637,28.994125,2100
1640,1,-93.97645941,29.1668646,2101
391,2,-93.96946333,29.17189168,2102
587,1,-94.02219027,29.12247333,2103
685,A,-94.00221644,29.13253014,2104
1287,C,-93.99898182,29.13540386,2105
10232,A,-94.047436,29.150203,2106
1481,B,-94.04549418,29.12445499,2107
10248,JA,-94.073902,29.124934,2108
713,2,-94.16085917,29.10521497,2109
902,A,-94.16267672,29.11593158,2110
10505,A,-94.054779,29.109513,2111
10414,2,-93.946998,29.03545,2112
10415,3,-93.947019,29.035467,2113
10264,A,-94.26887,29.061378,2114
759,CAIS.#5,-94.27554921,29.05179358,2115
10502,A,-94.284137,29.0102,2116
10452,1,-93.906034,29.174483,2117
10452,3,-94.261254,29.013177,2118
10559,5,-94.266524,29.010942,2119
28061,6,-94.27818786,29.03337268,2120
10452,A,-94.261261,29.013232,2121
40005,2,-94.20092675,29.01271962,2122
28052,3,-94.21992631,28.9969453,2123
1931,A,-94.46882925,28.86225448,2124
10411,A,-94.260334,28.835566,2125
10481,A-PIG,-94.239025,28.827376,2126
10477,A,-94.094885,28.838339,2127
10475,B,-94.079641,28.837304,2128
10542,3,-94.260801,28.815856,2129
2042,A,-94.31014739,28.68476542,2130
10471,A,-93.958624,28.646576,2131
10482,A,-93.9073,28.656044,2132
10479,A,-93.983716,28.617039,2133
1029,A,-93.93851006,28.54446537,2134
10473,A,-93.956565,28.51975,2135
10466,2,-93.821648,29.160152,2136
10467,3,-93.821208,29.150224,2137
10465,A,-93.826874,29.152922,2138
10435,A,-93.833119,29.156633,2139
2476,NO 001,-93.83598634,29.18977339,2140
10412,1,-93.832515,29.115693,2141
10416,2,-93.850105,29.112713,2142
10417,3,-93.854907,29.108651,2143
10444,4,-93.836446,29.138074,2144
10454,3,-93.820948,29.142766,2145
10421,A(REMOVED),-93.824551,29.107267,2146
10419,2,-93.825107,29.064769,2147
10459,A,-93.723014,29.050315,2148
10255,A(REMOVED),-93.689754,28.966167,2149
10514,A (REMOVED),-93.84802,28.880305,2150
884,A,-93.62782925,28.62457656,2151
10476,A,-93.885656,28.667795,2152
10276,A,-93.60394,28.613891,2153
28004,A,-93.602313,28.551913,2154
2148,A,-93.69967788,28.54115094,2155
2085,A,-93.58594758,28.46493745,2156
87,B,-93.70545844,28.44828167,2157
25002,B-CMP,-93.73929925,28.47114855,2158
25002,C-QTRS,-93.73996588,28.47029404,2159
2150,D,-93.72500913,28.46167273,2160
25002,FLR BRG 1,-93.73945471,28.47115473,2161
25002,FLR BRG 2,-93.73961018,28.47116091,2162
25002,HIOS - A-LIQ,-93.73932384,28.46944254,2163
2050,A,-93.88791867,28.41132767,2164
10118,B,-93.81523907,28.42779327,2165
10118,B - AUX,-93.81462057,28.42776901,2166
10460,A,-93.718071,28.439921,2167
10109,A,-93.646535,28.422685,2168
40004,A(CAISSON-MOPU,-93.58245691,28.41435586,2169
10083,A,-93.705778,28.371411,2170
10581,A,-93.721066,28.38156,2171
10107,A,-93.785136,28.363579,2172
10107,A-AUX,-93.784578,28.364036,2173
10596,C,-93.811104,28.405397,2174
1941,D,-93.79050352,28.36404163,2175
28009,B,-93.85467126,28.36724436,2176
1631,C,-93.83726345,28.39000485,2177
10121,A,-93.89929106,28.39514711,2178
10120,B,-93.891089,28.373448,2179
10141,A,-93.873193,28.360831,2180
10122,A,-93.856063,28.355034,2181
10122,A-AUX,-93.856274,28.355111,2182
10153,B,-93.796624,28.331411,2183
10113,A,-93.76899323,28.36098924,2184
10229,A,-93.631149,28.347199,2185
10562,A,-93.585301,28.269863,2186
10092,A,-93.766315,28.303233,2187
10080,A,-93.877419,28.241042,2188
10182,A,-93.833597,28.241517,2189
177,A,-93.81095046,28.24673747,2190
10063,A,-93.557173,28.242024,2191
2031,C,-93.55010248,28.2599452,2192
10234,B,-93.52128,28.240979,2193
28045,A,-93.56990717,28.21193484,2194
10090,A,-93.589117,28.190704,2195
10437,B,-93.616041,28.204049,2196
10489,A,-93.635874,28.201952,2197
10490,B,-93.638863,28.184076,2198
10173,A,-93.698792,28.21387,2199
1179,A,-93.7663983,28.22762562,2200
10086,A,-93.798661,28.215863,2201
10072,A,-93.767772,28.16754,2202
10134,A,-93.668321,28.15378,2203
10474,B,-93.645946,28.160596,2204
28031,C,-93.65920541,28.17913924,2205
10059,A,-93.564662,28.136131,2206
744,B,-93.57194148,28.14628203,2207
930,A,-93.50433122,28.17568652,2208
10067,A,-93.478395,28.096235,2209
25005,HIOS - VALVE,-93.50274218,28.0973385,2210
10064,A,-93.675932,28.132613,2211
10081,B,-93.67398225,28.12004641,2212
10081,B-AUX,-93.67401049,28.11949693,2213
10545,C,-93.651931,28.103885,2214
10117,A,-93.768121,28.101525,2215
10065,A,-93.916106,28.103355,2216
10127,A,-93.866509,28.094364,2217
10127,A-AUX,-93.866193,28.094489,2218
1812,B,-93.86948936,28.09530821,2219
10087,B,-93.798279,28.091655,2220
10085,A,-93.762992,28.084955,2221
25006,HIOS - VALVE,-93.74354975,28.09075523,2222
10096,B,-93.469133,28.070299,2223
10062,A,-93.458538,28.018835,2224
1917,C,-93.49524099,28.04333667,2225
1264,A,-93.5794509,28.04283705,2226
1915,A,-93.60762189,28.01425972,2227
546,A,-93.66453131,28.04163067,2228
1168,A,-93.71121883,28.03717888,2229
10110,B,-93.709155,28.041504,2230
10106,A,-93.76502,28.046076,2231
1280,A,-93.56840674,27.99208752,2232
10135,A,-93.525042,28.001381,2233
463,B,-93.51782321,27.97170418,2234
10060,A,-93.458398,27.985446,2235
28033,A,-93.45522202,27.92847729,2236
10175,A,-93.67089,27.961968,2237
10597,B,-93.669386,27.933598,2238
2245,C,-93.644578,27.96213302,2239
28002,B,-93.801475,27.92977,2240
28050,E,-93.83149228,27.95584943,2241
10300,F,-93.9351,27.913191,2242
10524,A,-93.804407,27.918693,2243
28001,C,-93.746594,27.916821,2244
28049,D,-93.77369439,27.88894633,2245
10192,A,-93.577224,27.900534,2246
10139,A,-94.023171,28.480207,2247
79,B,-93.97502602,28.46864452,2248
10152,A,-93.946538,28.481475,2249
40001,A,-93.94987089,28.49176393,2250
537,C,-93.91453698,28.49117015,2251
10590,A,-93.950783,28.430798,2252
10439,A,-94.170003,28.393323,2253
28020,A,-93.9334069,28.39026518,2254
783,B,-93.94137798,28.40485287,2255
10128,A,-93.955105,28.355982,2256
10138,A,-94.09681809,28.35291238,2257
10124,A,-94.154778,28.362643,2258
10224,B,-94.128285,28.366054,2259
28025,A,-94.32996572,28.37292224,2260
10233,A,-94.243497,28.293943,2261
28036,A,-94.08953005,28.29094093,2262
10206,B,-94.019739,28.311107,2263
10269,C,-94.061435,28.328363,2264
10102,A,-93.987828,28.314287,2265
12,D,-93.97613578,28.29371965,2266
10105,A,-93.942847,28.262789,2267
10105,A-AUX,-93.94286,28.262514,2268
10147,A,-94.064171,28.262564,2269
10253,BJ,-94.044935,28.252649,2270
10294,CJ,-94.044815,28.284428,2271
10223,A-PROCESS,-94.07738521,28.26514945,2272
1008,D,-94.0893376,28.24991771,2273
10074,A,-94.208829,28.255102,2274
10260,A,-94.326582,28.27201,2275
10078,A,-94.478436,28.286755,2276
10485,A,-94.333322,28.244239,2277
10271,A,-94.271926,28.24861,2278
10077,B,-94.185634,28.227736,2279
10126,JA,-94.162675,28.222333,2280
10114,A,-94.055746,28.22415,2281
10213,A,-93.937064,28.228459,2282
10213,B,-93.937064,28.228459,2283
375,C,-93.95283923,28.20784421,2284
10400,A,-94.032537,28.176605,2285
10401,B,-94.060683,28.174345,2286
10154,C,-94.150063,28.186388,2287
10183,A,-94.558583,28.178623,2288
10207,A,-94.561276,28.169117,2289
827,B,-94.43891542,28.13360126,2290
10057,A,-94.390353,28.131065,2291
10245,A,-94.212911,28.128399,2292
2044,B,-94.18353025,28.12807535,2293
10112,A,-94.094064,28.150054,2294
10112,A-AUX,-94.095937,28.149868,2295
28041,C,-94.03030608,28.14782368,2296
269,D,-94.00951535,28.1442609,2297
10068,A,-93.956433,28.1241,2298
1612,C,-93.93017508,28.11972885,2299
796,A,-93.96611959,28.10610363,2300
804,B,-93.93172993,28.10596669,2301
10553,A,-94.048165,28.103904,2302
10554,B,-94.064575,28.07154,2303
608,C,-94.0433086,28.0827241,2304
28039,JA,-94.30834282,28.11776208,2305
769,A,-94.3721629,28.11848479,2306
10084,A,-94.443923,28.08467,2307
10076,A,-94.511864,28.098773,2308
10088,C,-94.438342,28.049148,2309
10088,C-AUX,-94.438226,28.049029,2310
10088,C-AUX-2,-94.438253,28.048421,2311
10089,B,-94.397073,28.058265,2312
10480,D,-94.394491,28.037959,2313
1196,A,-94.3716553,28.04921707,2314
1195,A,-94.28520619,28.04714526,2315
10149,A,-94.152064,28.047617,2316
40007,A,-94.04300518,28.02714985,2317
209,JA,-94.02297862,28.05664117,2318
28005,B PLATFORM,-93.97641104,27.9958057,2319
10104,A,-93.988889,28.019236,2320
28056,A,-94.04354246,28.00986963,2321
10285,A,-94.102363,28.006372,2322
10549,B,-94.178981,28.005423,2323
125,C,-94.13604223,28.00491773,2324
10204,A,-94.22378078,27.99684128,2325
10512,A,-94.268179,28.001499,2326
962,A,-94.28876688,28.00611844,2327
10119,A,-94.355337,28.011813,2328
10290,A,-94.437656,28.0137,2329
28017,A,-94.53718101,27.98519289,2330
10115,A,-94.505596,27.981573,2331
10593,A,-94.47113088,27.96896739,2332
10069,A,-94.393221,27.954939,2333
10091,B,-94.388912,27.964052,2334
10156,A,-94.217414,27.975113,2335
1303,D,-94.22247231,27.96478554,2336
10133,A,-94.143948,27.976278,2337
10186,A,-94.045062,27.951288,2338
320,D,-94.05839431,27.97745962,2339
10116,A,-94.027118,27.95564,2340
10116,B-AUX,-94.027392,27.956391,2341
10270,C,-93.999609,27.946461,2342
10073,C,-93.971435,27.945742,2343
10058,A,-93.944508,27.925918,2344
10066,B,-93.958929,27.90341,2345
25007,HIOS - HIA573,-93.95182702,27.91044565,2346
28028,A,-94.12863337,27.93431382,2347
10144,C,-94.397567,27.946333,2348
1052,D (CYRUS),-94.39643889,27.91022528,2349
25008,HIOS - HIA582,-94.38900211,27.9486202,2350
2027,A,-94.32367099,27.8930966,2351
10140,CF,-93.991113,27.866694,2352
10140,D,-93.991029,27.867269,2353
10265,E,-93.984389,27.886119,2354
90290,PLET,-92.06087311,26.16051396,2355
90327,SS Plet,-87.65580275,27.92820201,2356
90261,Plet (SN 15152),-87.77007337,27.5561624,2357
90301,SS PLET,-87.91903029,27.75619834,2358
23051,A,-88.970963,28.938022,2359
1482,B SIMBA,-88.91196917,28.93725333,2360
22846,B,-89.023531,28.901681,2361
90252,KW5 PLET,-87.98373609,28.89329856,2362
23883,A-Amberjack,-88.93079054,28.86467752,2363
876,A(HORN MOUNTAIN,-88.05626441,28.86601399,2364
22583,A,-89.176848,28.795115,2365
22178,A-Cognac,-89.056403,28.790953,2366
90121,SSMANIFO,-88.23433189,28.78377987,2367
90122,UTA,-88.23433189,28.78377987,2368
90279,well#1 PLET,-88.92965568,28.74084522,2369
1088,A(MATTERHORN SE,-88.82563305,28.7422692,2370
22311,A,-89.786457,28.652145,2371
22840,A-Lena CT,-89.157757,28.662679,2372
90251,East Plet,-88.59584432,28.70176651,2373
90280,West Plet,-88.59586513,28.7017787,2374
22224,A,-89.794241,28.642636,2375
23875,A (Corral),-89.31131,28.600964,2376
90314,PLEM #3,-88.3668905,28.73314479,2377
90245,SSMANIFO N1 SLE,-88.43549482,28.59786286,2378
90246,SSMANIFO N2 Sle,-88.43546166,28.59827359,2379
23893,A-Alabaster,-89.929614,28.546431,2380
90247,SSMANIFO Sled N,-88.33904673,28.56896067,2381
1001,A(NA KIKA FPDS),-88.28878889,28.52090278,2382
23859,A,-89.852231,28.455912,2383
90291,PLET,-89.37367308,28.45050712,2384
90207,Production Mani,-89.0850702,28.45216847,2385
90203,Manifold A,-89.01135614,28.46076759,2386
90204,Manifold E1,-89.04366632,28.44493814,2387
90205,Manifold E2,-89.04372014,28.44515841,2388
90208,South manifold,-89.04370452,28.44496776,2389
90313,SA PLEM #1,-88.25037859,28.46811223,2390
90270,PLET S-08,-88.16976068,28.46608479,2391
90223,SS MANIFOLD F-5,-88.10461058,28.46396574,2392
